Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Phường Yên Hòa, Cầu Giấy, Hà Nội",35.0,3.5,3.0,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,6.0
"Phường Nhân Chính, Thanh Xuân, Hà Nội",40.0,4.0,3.0,Đông - Nam,Đông - Nam,6.0,3.0,5.0,Have certificate,Full,6.5
"Đường Nguyễn Thị Định, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",115.0,5.0,15.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,8.7
"Đường Thế Lữ, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",94.6,5.0,5.5,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Sale contract,Full,5.7
"Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",40.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,2.58
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",33.2,4.0,3.0,Đông - Nam,Đông - Nam,6.0,5.0,4.0,Sale contract,Full,5.5
"143/ Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",48.0,4.0,7.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,6.0
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",45.0,7.0,3.5,Đông - Nam,Đông - Nam,5.0,6.0,6.0,Have certificate,Full,6.4
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",56.0,4.085,5.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,7.2
"Đường Phùng Tá Chu, Phường An Lạc A, Bình Tân, Hồ Chí Minh",42.0,3.5,8.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,5.6
"Phường Vĩnh Phú, Thuận An, Bình Dương",72.8,5.0,8.0,Đông,Đông,1.0,2.0,2.0,Have certificate,Full,3.25
"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",41.0,6.0,3.0,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,7.0
"Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh",68.8,4.3,6.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,9.9
"Đường Nguyễn Văn Nghi, Phường 7, Gò Vấp, Hồ Chí Minh",118.0,4.085,5.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,8.0
"Đường Nguyễn Văn Hoa, Phường Thống Nhất, Biên Hòa, Đồng Nai",85.0,5.0,6.0,Tây - Nam,Tây - Nam,2.0,3.0,2.0,Have certificate,Basic,4.9
"Ngõ 63, Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",33.0,4.0,2.3,Tây - Bắc,Tây - Bắc,4.0,3.0,4.0,Have certificate,Basic,4.35
"Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội",35.0,3.2,3.0,Đông - Nam,Đông - Nam,4.0,3.0,2.0,Have certificate,Full,7.63
"Dự án Vinpearl Premium Golf Land, Phường Vĩnh Nguyên, Nha Trang, Khánh Hòa",410.0,5.0,8.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,8.35
"Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",51.0,4.0,3.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,6.5
"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội",32.0,4.0,2.0,Đông,Đông,5.0,3.0,4.0,Have certificate,Full,4.1
"Đường Phú Mỹ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",39.0,5.0,3.0,Đông - Nam,Đông - Nam,6.0,9.0,8.0,Have certificate,Full,8.6
"Dự án Aqua City, Xã Long Hưng, Biên Hòa, Đồng Nai",200.0,10.0,14.0,Đông,Tây,3.0,3.0,3.0,Sale contract,Full,9.9
"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",109.0,5.0,8.0,Đông,Đông - Nam,2.0,6.0,2.0,Sale contract,Full,4.2
"Đường Hiệp Nhất, Phường 4, Tân Bình, Hồ Chí Minh",40.0,4.2,6.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,5.8
"Đường 6, Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",35.0,4.0,3.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Basic,2.35
"Đường Số 6, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",80.0,4.0,12.0,Nam,Nam,4.0,5.0,5.0,Have certificate,Full,6.8
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",34.0,3.5,3.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,4.35
"Đường Lương Thế Vinh, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",32.0,6.4,3.0,Đông - Nam,Đông - Nam,4.0,3.0,4.0,Have certificate,Basic,4.0
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",31.0,5.0,3.0,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,7.3
"Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",105.0,5.3,8.0,Tây - Nam,Đông - Nam,4.0,4.0,2.0,Have certificate,Full,7.5
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",46.0,4.0,3.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,6.3
"Đường Mỹ Khê 8, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",60.0,7.5,3.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.35
"Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",40.0,4.2,3.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,6.9
"Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",70.0,4.0,5.5,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,6.2
"Đường Lương Thế Vinh, Phường An Hải Đông, Sơn Trà, Đà Nẵng",50.0,7.0,3.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,4.1
"Dự án 25 Vũ Ngọc Phan, Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",62.0,5.3,3.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,8.0
"Dự án NovaWorld Phan Thiết, Thành phố Phan Thiết, Bình Thuận",200.0,10.0,14.0,Đông,Tây,2.0,3.0,2.0,Sale contract,Full,6.0
"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",39.0,4.2,3.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,6.0
"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận",200.0,10.0,14.0,Tây,Đông,1.0,4.0,2.0,Sale contract,Full,5.8
"Ngõ Thổ Quan, Phố Khâm Thiên, Phường Thổ Quan, Đống Đa, Hà Nội",50.0,4.0,3.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,10.0
"Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",42.0,3.8,30.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Basic,4.65
"Đường Võ Thị Sáu, Phường Đông Hòa, Dĩ An, Bình Dương",87.5,5.0,10.0,Tây - Nam,Đông - Nam,3.0,4.0,4.0,Sale contract,Basic,9.5
"Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",53.5,5.0,5.0,Đông - Nam,Đông - Nam,5.0,5.0,4.0,Have certificate,Basic,10.0
"Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",35.0,4.5,3.0,Đông - Nam,Đông - Nam,6.0,3.0,5.0,Have certificate,Full,7.5
"Ngõ 322, Đường Nhân Mỹ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",51.0,4.3,3.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,6.3
"Phường Giang Biên, Long Biên, Hà Nội",40.0,4.2,16.0,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,7.1
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",36.0,4.0,6.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,3.15
"Đường Phạm Thị Giây, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",150.0,5.0,20.0,Đông - Nam,Đông - Nam,1.0,2.0,1.0,Have certificate,Full,7.5
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",61.0,4.0,3.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,7.95
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",65.0,5.0,3.0,Đông - Nam,Đông - Nam,5.0,5.0,4.0,Have certificate,Full,8.8
"Dự án Him Lam Thường Tín, Đường Trần Phú, Thị trấn Thường Tín, Thường Tín, Hà Nội",82.0,5.0,10.0,Đông - Nam,Đông - Nam,5.0,4.0,3.5,Have certificate,Full,10.0
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",50.8,4.0,12.0,Tây - Bắc,Đông - Nam,2.0,2.0,1.0,Have certificate,Full,6.98
"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",48.0,4.0,3.0,Đông - Nam,Đông - Nam,3.0,5.0,3.0,Have certificate,Full,5.3
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",63.0,5.0,13.0,Đông - Nam,Đông - Nam,5.0,6.0,5.0,Have certificate,Full,7.1
"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",41.0,4.0,3.0,Đông - Nam,Đông - Nam,1.0,2.0,1.0,Have certificate,Full,6.9
"Đường Lê Hồng Phong, Phường Tân Bình, Dĩ An, Bình Dương",68.9,5.0,12.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.35
"Đường Dương Hiến Quyền, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",72.8,5.7,8.0,Tây,Tây - Bắc,3.0,4.0,4.0,Have certificate,Basic,6.5
"Phường Thượng Đình, Thanh Xuân, Hà Nội",47.0,3.1,3.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,6.0
"Đường Nguyễn Thị Tồn, Phường Bửu Hòa, Biên Hòa, Đồng Nai",93.0,4.5,10.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Basic,2.8
"Đường 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",93.7,6.0,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,7.9
"Dự án Khu đô thị Phương Đông, Xã Đông Xá, Vân Đồn, Quảng Ninh",300.0,15.0,32.0,Đông - Nam,Đông - Nam,3.0,5.0,3.0,Have certificate,Full,10.0
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",70.0,4.2,3.5,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,6.0
"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",50.0,5.0,3.5,Đông - Nam,Đông - Nam,6.0,6.0,6.0,Have certificate,Full,9.3
"Dự án Phú Cường, Đường Trần Bạch Đằng, Phường An Hòa, Rạch Giá, Kiên Giang",220.0,8.0,10.0,Đông - Bắc,Đông - Bắc,2.0,4.0,4.0,Have certificate,Full,5.5
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",73.0,5.0,3.5,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Sale contract,Full,9.2
"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",114.0,4.2,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,7.0
"Xã Hữu Hòa, Thanh Trì, Hà Nội",40.0,4.0,3.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Sale contract,Basic,10.0
"Dự án Khu nhà ở An Phú 1, Thành phố Thuận An, Bình Dương",82.0,5.5,13.0,Đông - Nam,Đông - Nam,2.0,3.0,4.0,Have certificate,Basic,4.9
"Phường Đức Giang, Long Biên, Hà Nội",36.0,4.2,3.5,Đông - Nam,Đông - Nam,4.0,6.0,3.0,Have certificate,Full,4.75
"Đường Cổ Loa, Phường 2, Đà Lạt, Lâm Đồng",75.0,5.65,5.0,Tây - Bắc,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,9.2
"Dự án Đồng Diều, Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh",50.2,4.0,4.0,Đông - Nam,Đông - Nam,3.0,2.0,1.0,Have certificate,Full,5.0
"Phố Lò Đúc, Phường Đống Mác, Hai Bà Trưng, Hà Nội",27.0,6.0,3.0,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,4.8
"Dự án Khu đô thị Phương Đông, Xã Đông Xá, Vân Đồn, Quảng Ninh",300.0,15.0,32.0,Đông - Nam,Đông - Nam,3.0,5.0,3.0,Have certificate,Full,8.0
"Đường Quốc lộ 1A, Thị trấn Vôi, Lạng Giang, Bắc Giang.",180.0,10.0,10.0,Đông - Nam,Đông - Nam,5.0,4.0,5.0,Have certificate,Full,7.0
"Đường Cổ Nhuế, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",57.0,4.0,3.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,5.8
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",37.0,4.0,3.0,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,6.7
"1979, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",55.9,4.3,6.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,6.5
"Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh.",55.2,4.6,7.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,5.5
"Đường Quốc lộ 1A, Xã Suối Hiệp, Diên Khánh, Khánh Hòa",199.0,6.3,30.0,Đông - Nam,Đông - Nam,1.0,2.0,1.0,Have certificate,Full,2.3
"Đường An Phú Đông 9, Phường An Phú Đông, Quận 12, Hồ Chí Minh",161.0,4.2,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Sale contract,Full,8.3
"Phường Việt Hưng, Long Biên, Hà Nội",35.0,4.0,3.5,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Basic,4.5
"Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",42.0,3.8,4.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,7.5
"Số 47, Đường 208, Xã An Đồng, An Dương, Hải Phòng",74.0,7.34,5.0,Đông - Bắc,Đông - Bắc,2.0,3.0,3.0,Sale contract,Full,4.8
"Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",46.0,6.0,3.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Sale contract,Full,8.5
"Đường Hồ Hòa, Phường Tân Phong, Biên Hòa, Đồng Nai",160.7,8.0,4.0,Tây - Nam,Tây - Nam,2.0,3.0,2.0,Have certificate,Full,4.4
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",45.0,5.0,3.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Basic,5.0
"Phố Trần Nguyên Hãn, Phường Phước Hòa, Nha Trang, Khánh Hòa",76.0,4.28,12.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Basic,6.0
"Đường Số 8, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",84.0,4.0,10.0,Tây,Tây,2.0,3.0,3.0,Have certificate,Basic,9.7
"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",32.0,4.0,3.5,Đông - Nam,Đông - Nam,4.0,3.0,4.0,Have certificate,Full,4.5
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",48.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Sale contract,Full,6.5
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",55.0,5.0,3.5,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,9.28
"Đường Cù Lao, Phường Hiệp Hòa, Biên Hòa, Đồng Nai",63.0,4.2,5.0,Đông,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,4.65
"Phường Phúc Đồng, Long Biên, Hà Nội",55.0,3.8,3.5,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,4.69
"Phố Bạch Mai, Xã Đồng Thái, An Dương, Hải Phòng",54.0,4.5,12.0,Nam,Nam,3.0,3.0,3.0,Have certificate,Full,3.45
"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",58.0,4.7,3.5,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,6.5
"Ngõ 191, Đường Phạm Văn Đồng, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",38.0,4.0,3.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,7.0
"Đường Hoàng Mai, Xã Đồng Thái, An Dương, Hải Phòng",94.0,5.0,13.5,Tây,Tây,4.0,4.0,5.0,Have certificate,Full,5.6
"Đường Nguyễn Ái Quốc, Phường Tân Tiến, Biên Hòa, Đồng Nai",70.0,5.2,7.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Basic,3.5
"Đường Miếu Hai Xã, Phường Dư Hàng Kênh, Lê Chân, Hải Phòng",36.0,4.35,2.3,Đông - Bắc,Đông - Bắc,3.0,4.0,3.0,Have certificate,Full,2.25
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",38.0,4.0,3.0,Đông - Nam,Đông - Nam,6.0,4.0,4.0,Have certificate,Full,6.9
"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",43.0,4.0,3.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,8.2
"Phường 12, Gò Vấp, Hồ Chí Minh",68.0,4.0,5.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,6.1
"Đường Minh Khai, Phường Trương Định, Hai Bà Trưng, Hà Nội",69.0,3.7,3.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,4.8
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",38.0,4.2,3.5,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,7.2
"Đường Đồng Khởi, Phường Tam Hiệp, Biên Hòa, Đồng Nai",102.0,6.5,7.0,Tây - Bắc,Đông - Nam,1.0,2.0,2.0,Have certificate,Full,4.8
"Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội",45.0,3.0,3.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,7.5
"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",65.0,4.3,4.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,8.2
"Dự án Centa City, Đường Hữu Nghị, Xã Phù Chẩn, Từ Sơn, Bắc Ninh",120.0,6.0,26.0,Đông - Nam,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,7.9
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",48.0,4.0,10.0,Bắc,Đông - Nam,4.0,4.0,3.0,Have certificate,Basic,3.1
"Phố An Trạch, Phường Cát Linh, Đống Đa, Hà Nội",35.0,4.2,3.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,5.6
"Dự án Văn Hoa Villas, Đường Nguyễn Văn Hoa, Phường Thống Nhất, Biên Hòa, Đồng Nai",110.0,5.0,20.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,8.6
"Đường Bùi Hữu Nghĩa, Phường Tân Vạn, Biên Hòa, Đồng Nai",69.0,4.5,4.0,Đông - Nam,Đông - Nam,1.0,3.0,2.0,Have certificate,Basic,1.9
"Đường Phan Trung, Phường Tân Tiến, Biên Hòa, Đồng Nai.",72.0,5.0,4.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,4.0
"Dự án Him Lam Hùng Vương, Quận Hồng Bàng, Hải Phòng",50.0,4.2,10.0,Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Basic,3.2
"Dự án Him Lam Hùng Vương, Đường Cam Lộ, Phường Hùng Vương, Hồng Bàng, Hải Phòng",50.0,4.2,10.0,Bắc,Đông - Nam,4.0,4.0,3.0,Sale contract,Basic,3.15
"Đường Đỗ Văn Thi, Phường Hiệp Hòa, Biên Hòa, Đồng Nai",63.0,5.2,7.0,Đông,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,4.65
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",31.5,3.5,5.0,Đông,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,3.0
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai",72.5,5.2,7.0,Bắc,Đông - Nam,1.0,3.0,2.0,Have certificate,Basic,2.65
"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",30.0,4.48,2.0,Bắc,Bắc,5.0,3.0,4.0,Have certificate,Full,3.45
"Dự án Centa City, Đường Hữu Nghị, Xã Phù Chẩn, Từ Sơn, Bắc Ninh",120.0,6.0,14.0,Bắc,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,6.6
"Đường Phú Đức, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",71.6,5.0,3.0,Đông - Nam,Đông,1.0,2.0,2.0,Have certificate,Full,2.39
"Dự án Centa City Hải Phòng, Đường 359, Xã Dương Quan, Thủy Nguyên, Hải Phòng",75.0,5.0,15.0,Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,3.48
"Dự án Bcons Plaza, Đường Thống Nhất, Phường Đông Hòa, Dĩ An, Bình Dương",52.0,5.0,7.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,3.35
"Đường Số 7, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",99.0,6.6,5.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,7.0
"Đường Vĩnh Hồ, Phường Ngã Tư Sở, Đống Đa, Hà Nội",50.0,4.2,3.0,Đông - Nam,Đông - Nam,6.0,4.0,4.0,Have certificate,Full,7.5
"Xã Yên Mỹ, Thanh Trì, Hà Nội",70.0,4.0,3.5,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Basic,4.95
"Vĩnh Điềm Trung, Đường B1, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",96.0,6.0,16.0,Bắc,Bắc,3.0,4.0,5.0,Have certificate,Basic,7.2
"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",115.0,4.2,25.0,Đông - Nam,Đông - Nam,3.0,2.0,2.0,Sale contract,Full,8.8
"Đường Nguyễn Kiệm, Phường 3, Gò Vấp, Hồ Chí Minh",56.0,4.085,6.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Empty,2.9
"Phố Văn Miếu, Phường Quốc Tử Giám, Đống Đa, Hà Nội",40.0,4.2,3.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Basic,6.12
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",50.0,4.0,6.0,Đông - Nam,Đông - Nam,7.0,5.0,5.0,Have certificate,Full,10.0
"Đường Trần Quí Cáp, Phường Hàng Bột, Đống Đa, Hà Nội",32.0,4.2,3.0,Đông - Nam,Đông - Nam,5.0,3.0,3.0,Have certificate,Full,4.2
"Dự án Oasis City, Đường Vành Đai 4, Phường Mỹ Phước, Bến Cát, Bình Dương",128.0,5.0,16.0,Đông,Đông - Nam,2.0,2.0,3.0,Have certificate,Empty,2.55
"Đường An Trai, Xã Vân Canh, Hoài Đức, Hà Nội",40.0,4.0,5.0,Đông,Đông,5.0,5.0,4.0,Have certificate,Full,5.35
"Đường Man Thiện, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",90.0,5.4,5.0,Tây - Nam,Đông - Nam,1.0,4.0,4.0,Have certificate,Full,4.9
"Đường Nguyễn Bình, Phường Phú Lợi, Thủ Dầu Một, Bình Dương",105.5,5.0,4.5,Tây - Nam,Tây - Nam,3.0,4.0,3.0,Have certificate,Basic,5.4
"Đường Trương Văn Thành, Phường Hiệp Phú, Thủ Đức, Hồ Chí Minh",94.0,5.2,15.0,Tây - Nam,Đông - Nam,1.0,3.0,2.0,Have certificate,Full,10.0
"Đường  Thạch Lam, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",60.0,4.0,6.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,9.5
"Đường Quách Điêu, Xã Vĩnh Lộc A, Bình Chánh, Hồ Chí Minh",85.0,5.0,40.0,Đông - Nam,Đông - Nam,5.0,3.0,3.0,Have certificate,Full,6.5
"Đường Dương Khuê, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",72.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,8.99
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",33.0,4.2,3.5,Đông - Nam,Đông - Nam,6.0,3.0,4.0,Have certificate,Full,3.7
"Phố Lương Định Của, Xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",93.0,7.0,3.0,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Full,2.25
"Đường Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",36.0,4.0,3.0,Đông - Nam,Đông - Nam,5.0,9.0,8.0,Have certificate,Full,5.0
"Dự án LA Home Long An, Xã Lương Hòa, Bến Lức, Long An",90.0,6.0,16.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Basic,2.99
"Đường Nguyễn Tuyển, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",56.0,9.0,5.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Sale contract,Full,9.7
"Dự án Sapphire Gem Hải Phòng, Xã  Thủy Đường, Thủy Nguyên, Hải Phòng",140.0,5.0,15.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Sale contract,Full,10.0
"Dự án Vĩnh Lộc A, Đường Hương lộ  80, Xã Vĩnh Lộc A, Bình Chánh, Hồ Chí Minh",189.0,9.0,14.0,Đông,Đông,2.0,3.0,2.0,Have certificate,Basic,10.0
